Unnamed: 0,id,lyrics,is_english,genres_list,popularity,release_date,artist_id,artist_name,artist_popularity,artist_followers,artist_picture_url
10,478dzzsAq38BHdrR02mZHT,hey mama don t you treat me wrong come and love your daddy all night long all right now hey hey all right see the girl with the diamond ring she knows how to shake that thing all right now hey hey hey hey tell your mama tell your pa i m going to sing you back to arkansas oh yes ma am you don t do right don t do right when you see me in misery come on baby see about me now yeah all right what d i say see the girl with the red dress on she can do the birdland all night long yeah what d i say well tell me what d i say tell me what d i say right now tell me what d i say tell me what d i say right now tell me what d i say tell me what d i say and i wanna know baby i wanna know right now and a i wanna know and i wanna know right now yeah and a i wanna know said i wanna know yeah hey ho hey ho hey ho oh one more time say it one more time right now say it one more time now say it one more time yeah say it one more time say it one more time yeah hey ho hey ho hey ho ah make me feel so good make me feel so good now yeah woah baby make me feel so good yeah make me feel so good make me feel so good yeah  woah shake that thing now baby shake that thing now now baby shake that thing baby shake that thing right now baby shake that thing baby shake that thing ,True,,,,,,,,
11,2374M0fQpWi3dLnB54qaLX,i hear the drums echoing tonight but she hears only whispers of some quiet conversation she s coming in 12 30 flight her moonlit wings reflect the stars that guide me towards salvation i stopped an old man along the way hoping to find some old forgotten words or ancient melodies he turned to me as if to say hurry boy it s waiting there for you it s gonna take a lot to drag me away from you there s nothing that a hundred men or more could ever do i bless the rains down in africa gonna take some time to do the things we never had the wild dogs cry out in the night as they grow restless longing for some solitary company i know that i must do what s right as sure as kilimanjaro rises like olympus above the serengeti i seek to cure what s deep inside frightened of this thing that i ve become it s gonna take a lot to drag me away from you there s nothing that a hundred men or more could ever do i bless the rains down in africa gonna take some time to do the things we never had hurry boy she s waiting there for you it s gonna take a lot to drag me away from you there s nothing that a hundred men or more could ever do i bless the rains down in africa i bless the rains down in africa i bless the rains down in africa i bless the rains down in africa i bless the rains down in africa gonna take some time to do the things we never had104,True,,,,,,,,
12,71O1jD7bF3cdMPvPi186V6,well i came home like a stone and i fell heavy into your arms these days of dust which we ve known will blow away with this new sun but i ll kneel down wait for now and i ll kneel down know my ground and i will wait i will wait for you and i will wait i will wait for you so break my step and relent well you forgave and i won t forget know what we ve seen and him with less now in some way shake the excess cause i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you so i ll be bold as well as strong and use my head alongside my heart so tame my flesh and fix my eyes a tethered mind freed from the lies  but i ll kneel down wait for now i ll kneel down know my ground raise my hands paint my spirit gold and bow my head keep my heart slow cause i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you and i will wait i will wait for you35,True,,,,,,,,
13,601913bnwOH19HblKXMr2d,i am an architect of days that haven t happened yet i can t believe a month is all it s been you know my paper heart the one i filled with pencil marks i think i might have gone and inked you in little by little inch by inch we built a yard with a garden in the middle of it and it ain t much but it s a start you got me swaying right along to the song of your heart and a face to call home a face to call home you got a face to call home so glad you didn t see the nervous wreck i used to be you d never know a man could feel so small and you never look at me like i m a liability i bet you think i ve never been at all little by little inch by inch we built a yard with a garden in the middle of it and it ain t much but it s a start you got me swaying right along to the song of your heart and a face to call home a face to call home you got a face to call home a face to call home a face to call home you got a face to call home maybe i could stay a while maybe i could stay a while maybe i could stay a while i m talking about all of the time maybe i could stay a while maybe i could stay a while maybe i could stay a while i m talking about all of the time  little by little inch by inch we built a yard with a garden in the middle of it and it ain t much but it s a start you got me swaying right along to the song of your heart and a face to call home a face to call home you got a face to call home home home home home home home home home5,True,,,,,,,,
14,4dGJf1SER1T6ooX46vwzRB,you know i like my chicken fried cold beer on a friday night a pair of jeans that fit just right and the radio up well i was raised up beneath the shade of a georgia pine and that s home you know sweet tea pecan pie and homemade wine where the peaches grow and my house it s not much to talk about but it s filled with love that s grown in southern ground and a little bit of chicken fried cold beer on a friday night a pair of jeans that fit just right and the radio up well i ve seen the sun rise see the love in my woman s eyes feel the touch of a precious child and know a mother s love it s funny how it s the little things in life that mean the most not where you live what you drive or the price tag on your clothes there s no dollar sign on a piece of mind this i ve come to know so if you agree have a drink with me raise your glasses for a toast to a little bit of chicken fried cold beer on a friday night a pair of jeans that fit just right and the radio up well i ve seen the sun rise see the love in my woman s eyes feel the touch of a precious child and know a mother s love  i thank god for my life and for the stars and stripes may freedom forever fly let it ring salute the ones who died the ones that give their lives so we don t have to sacrifice all the things we love like our chicken fried and cold beer on a friday night a pair of jeans that fit just right and the radio up well i ve seen the sun rise see the love in my woman s eyes feel the touch of a precious child and know a mother s love get your little chicken fried cold beer on a friday night a pair of jeans that fit just right and the radio up well i ve done seen the sun rise see the love in my woman s eyes feel the touch of a precious child and know a mother s love28,True,,,,,,,,
15,3S0OXQeoh0w6AY8WQVckRW,well you done done me in you bet i felt it i tried to be chill but you re so hot that i melted i fell right through the cracks now i m trying to get back before the cool done run out i ll be giving it my bestest nothing s going to stop me but divine intervention i reckon it s again my turn to win some or learn some but i won t hesitate no more no more it cannot wait i m yours well open up your mind and see like me open up your plans and damn you re free look into your heart and you ll find love love love love listen to the music of the moment people dance and sing we re just one big family and it s our god forsaken right to be loved love love love loved so i won t hesitate no more no more it cannot wait i m sure there s no need to complicate our time is short this is our fate i m yours do you want to come on scootch on over closer dear and i will nibble your ear  i ve been spending way too long checking my tongue in the mirror and bending over backwards just to try to see it clearer but my breath fogged up the glass and so i drew a new face and i laughed i guess what i be saying is there ain t no better reason to rid yourself of vanities and just go with the seasons it s what we aim to do our name is our virtue but i won t hesitate no more no more it cannot wait i m yours well open up your mind and see like me open up your plans and damn you re free look into your heart and you ll find the sky is yours so please don t please don t please don t there s no need to complicate cause our time is short this oh this oh this is our fate i m yours134,True,,,,,,,,
16,3354J49VpkbZJho7Ztdzpw,i wish you would step back from that ledge my friend you could cut ties with all the lies that you ve been living in and if you do not want to see me again i would understand i would understand the angry boy a bit too insane icing over a secret pain you know you don t belong you re the first to fight you re way too loud you re the flash of light on a burial shroud i know something s wrong well everyone i know has got a reason to say put the past away i wish you would step back from that ledge my friend you could cut ties with all the lies that you ve been living in and if you do not want to see me again i would understand i would understand well he s on the table and he s gone to code and i do not think anyone knows what they re doing here and your friends have left you you ve been dismissed i never thought it would come to this and i i want you to know everyone s got to face down the demons maybe today you could put the past away i wish you would step back from that ledge my friend you could cut ties with all the lies that you ve been living in and if you do not want to see me again i would understand i would understand i would understand i would understand i would understand i would understand  can you put the past away i wish you would step back from that ledge my friend i would understand i wish you would step back from that ledge my friend i would understand i wish you would step back from that ledge my friend and i would understand i wish you would step back from that ledge my friend i would understand i wish you would step back from that ledge my friend and i would understand1,True,,,,,,,,
17,5kjyiH6but1t2UDXq15aeS,i got my toes in the water ass in the sand not a worry in the world a cold beer in my hand life is good today life is good today well the plane touched down just about three o clock and the city s still on my mind bikinis and palm trees danced in my head i was still in the baggage line concrete and cars are their own prison bars like this life i m living in but the plane brought me farther i m surrounded by water and i m not going back again i got my toes in the water ass in the sand not a worry in the world a cold beer in my hand life is good today life is good today adios and vaya con dios yeah i m leaving ga and if it weren t for tequila and pretty señoritas i d have no reason to stay adios and vaya con dios yeah i m leaving ga going to lay in the hot sun and roll a big fat one and grab my guitar and play  four days flew by like a drunk friday night as the summer drew to an end they can t believe that i just couldn t leave and i bid adieu to my friends cause my bartender she s from the islands her body s been kissed by the sun and coconut replaces the smell of the bar and i don t know if it s her or the rum i got my toes in the water ass in the sand not a worry in the world a cold beer in my hand life is good today life is good today adios and vaya con dios a long way from ga yes and all the muchachas they call me big papa when i throw pesos their way adios and vaya con dios a long way from ga someone do me a favor and pour me some jaeger and i ll grab my guitar and play adios and vaya con dios going home now to stay the señoritas don t care o when there s no dinero yeah i got no money to stay adios and vaya con dios going home now to stay i m just going to drive up by the lake and put my ass in a lawn chair toes in the clay not a worry in the world a pbr on the way life is good today life is good today10,True,,,,,,,,
18,6Oi3mUl8WwfTVRqEwByZ7R,if i ever get around to living i m going to put my things away in the drawers and in the closets and there i ll stay stay if i ever get around to living it s going to be just like i dreamed i m going to take the love i m given and set it free free if i ever get around to living i ll take the end of every day tie it up to every morning and sail away away free free maybe it s all a dream i m having at seventeen i don t have tattoos and very soon mother will be calling me saying come upstairs you ve got some work to do when are you going to wise up boy when are you going to wise up boy when are you going to wise up boy when are you going to wise up boy you are hiding in your mind working all the time trying to make it better than you got it and you been spending all your time searching for a sign that s never going to look the way you want it  i think you better wise up boy i think you better wise up boy i think you better wise up boy i think you better wise up boy2,True,,,,,,,,
19,3RgR3cFZ6xh7MlB9DURK6e,did you know that you could be wrong and swear you re right some people been known to do it all their lives but you find yourself alone just like you found yourself before like i found myself in pieces on the hotel floor hard times help me see i m a good man with a good heart had a tough time got a rough start but i finally learned to let it go now i m right here and i m right now and i m hoping knowing somehow that my shadow days are over my shadow days are over now well i m no trouble maker and i never meant her harm but it doesn t mean i didn t make it hard to carry on well it sucks to be honest and it hurts to be real but it s nice to make some love that i can finally feel hard times let me be i m a good man with a good heart had a tough time got a rough start but i finally learned to let it go now i m right here and i m right now and i m hoping knowing somehow that my shadow days are over my shadow days are over now i m a good man with a good heart had a tough time got a rough start but i finally learned to let it go now i m right here and i m right now and i m hoping knowing somehow that my shadow days are over my shadow days are over now3,True,,,,,,,,
20,42et6fnHCw1HIPSrdPprMl,doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo i m packed and i m holding i m smiling she s living she s golden she lives for me says she lives for me ovation her own motivation she comes round and she goes down on me and i make her smile like a drug for you do ever what you want to do coming over you keep on smiling what we go through one stop to the rhythm that divides you and i speak to you like the chorus to the verse chop another line like a coda with a curse come on like a freak show takes the stage we give them the games we play she say i want something else to get me through this semi charmed kind of life baby baby i want something else i m not listening when you say goodbye  doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo the sky was gold it was rose i was taking sips up into my nose and i wish i could get back there some place back there smiling in the pictures you would take doing crystal meth will lift you up until you break it won t stop i won t come down i keep stock with a tick tock rhythm a bump for the drop and then i bumped up i took the hit that i was given then i bumped again then i bumped again i said how do i get back there to the place where i fell asleep inside you how do i get myself back to the place where you said i want something else to get me through this semi charmed kind of life baby baby i want something else i m not listening when you say goodbye i believe in the sand beneath my toes the beach gives a feeling an earthy feeling i believe in the faith that grows and the four right chords can make me cry when i m with you i feel like i could die and that would be alright alright and when the plane came in she said she was crashing the velvet it rips in the city we tripped on the urge to feel alive but now i m struggling to survive those days you were wearing that velvet dress you re the priestess i must confess those little red panties they pass the test so slide up round the belly face down on the mattress one and you hold me and we are broken still it s all that i want to do just a little now feel myself hovering off the ground i m scared i m not coming down no no and i won t run for my life she s got her jaws now locked down in a smile but nothing is alright alright and i want something else to get me through this life baby i want something else not listening when you say goodbye goodbye goodbye goodbye doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo the sky was gold it was rose i was taking sips up into my nose and i wish i could get back there some place back there in the place we used to start our lives doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo 42,True,,,,,,,,
21,2gkXsfFLg0pV1Z3XREWsTF,baby oh oh even in my heart i see you re not being true to me deep within my soul i feel nothing s like it used to be sometimes i wish i could turn back time impossible as it may seem but i wish i could so bad baby quit playing games with my heart quit playing games with my heart before you tear us apart quit playing games with my heart i should have known from the start you know you have got to stop you are tearing us apart quit playing games with my heart i live my life the way to keep you coming back to me everything i do is for you so what is it that you can t see sometimes i wish i could turn back time impossible as it may seem but i wish i could so bad baby you better quit playing games with my heart quit playing games with my heart before you tear us apart quit playing games with my heart i should have known from the start you know you have got to stop you are tearing us apart quit playing games  baby baby the love that we had was so strong don t leave me hanging here forever oh baby baby this is not right let s stop this tonight baby oh oh quit playing games na na na na na na na na na na na na baby na na na na na na sometimes i wish i could turn back time impossible as it may seem but i wish i could so bad baby quit playing games with my heart quit playing games with my heart before you tear us apart quit playing games with my heart i should have known from the start you know you have got to stop you are tearing us apart quit playing games with my heart quit playing games with my heart na na na na na na na na na na na baby na na na na na na quit playing games with my heart na na na na na na with my heart na na na na na baby my heart my heart2,True,,,,,,,,
22,3zByVQLvdXUaDTubfWkpCk,where it began i can t begin to know when but then i know it s growing strong was in the spring and spring became the summer who d have believed you d come along hands touchin hands reachin out touchin me touchin you sweet caroline good times never seemed so good i ve been inclined to believe they never would but now i look at the night and it don t seem so lonely we fill it up with only two and when i hurt hurtin runs off my shoulders how can i hurt when holdin you warm touchin warm reachin out touchin me touchin you sweet caroline good times never seemed so good i ve been inclined to believe they never would oh no no sweet caroline good times never seemed so good sweet caroline i believe they never could sweet caroline good times never seemed so good31,True,,,,,,,,
23,6wZI4mdT8JwXgkGURnBQiq,take all of your wasted honor every little past frustration take all of your so called problems better put em in quotations say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say walking like a one man army fighting with the shadows in your head living out the same old moment knowing you d be better off instead if you could only say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say have no fear for giving in have no fear for giving over you d better know that in the end it s better to say too much than never to say what you need to say again even if your hands are shaking and your faith is broken even as the eyes are closing do it with a heart wide open  say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say say what you need to say6,True,,,,,,,,
24,0i5el041vd6nxrGEU8QRxy,baby you a song you make me wanna roll my windows down and cruise hey baby yeah when i first saw that bikini top on her she s poppin right out of the south georgia water thought oh good lord she had them long tanned legs couldn t help myself so i walked up and said baby you a song you make me wanna roll my windows down and cruise down a back road blowin stop signs through the middle every little farm town with you in this brand new chevy with a lift kit would look a hell of a lot better with you up in it so baby you a song you make me wanna roll my windows down and cruise she was sippin on southern and singin marshall tucker we were fallin in love in the sweet heart of summer she hopped right up into the cab of my truck and said fire it up let s go get this thing stuck baby you a song you make me wanna roll my windows down and cruise down a back road blowin stop signs through the middle every little farm town with you in this brand new chevy with a lift kit would look a hell of a lot better with you up in it so baby you a song you make me wanna roll my windows down and cruise  when that summer sun fell to its knees i looked at her and she looked at me and i turned on those kc lights and drove all night because it felt so right her and i man we felt so right i put it in park and grabbed my guitar and strummed a couple chords and sang from the heart girl you sure got the beat in my chest bumpin hell i can t get you out of my head baby you a song you make me wanna roll my windows down and cruise down a back road blowin stop signs through the middle every little farm town with you baby you a song you make me wanna roll my windows down and cruise down a back road blowin stop signs through the middle every little farm town with you in this brand new chevy with a lift kit would look a hell of a lot better with you up in it so baby you a song you make me wanna roll my windows down and cruise come on girl get those windows down and cruise aww yeah22,True,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",70.0,2012-01-01,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,75.0,5035580.0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaa2d9bd207a62adc3edf6631', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aa2d9bd207a62adc3edf6631', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aa2d9bd207a62adc3edf6631', 'width': 160}]"
25,5yHRupjhJzuqxW5WjGTRr7,i can hear her heart beat for a thousand miles and the heavens open everytime she smiles and when i come to her that s just where i belong yet i run into her like a river s song she gives me love love love love crazy love she gives me love love love love crazy love she s got a fine sense of humor when i m feeling low down and when i come to her when the sun goes down takes away my trouble takes away my grief takes away all of my heartache in the night like a thief she gives me love love love love crazy love she gives me love love love love crazy love yes i need her in the daytime oh but i need her in the night yes i want to throw my arms around her kiss and hug her kiss and hug her tight and when i m returning from so far away she gives me some sweet lovin brightens up my day yes it makes me righteous it makes me feel whole and it makes me mellow down into my soul she gives me love love love love crazy love she gives me love love love love crazy love she gives me love i need love love love love crazy love crazy love crazy love crazy love2,True,,,,,,,,
26,5kNe7PE09d6Kvw5pAsx23n,baby last night was hands down one of the best nights mm that i ve had no doubt between the bottle of wine and the look in your eyes and the marvin gaye then we danced in the dark under september stars in the pourin rain and i know that i can t ever tell you enough that all i need in this life is your crazy love if i never get to see the northern lights or if i never get to see the eiffel tower at night oh if all i got is your hand in my hand baby i could die a happy man a happy man baby mmm baby that red dress brings me to my knees oh but that black dress makes it hard to breathe you re a saint you re a goddess the cutest the hottest a masterpiece it s too good to be true nothing better than you in my wildest dreams and i know that i can t ever tell you enough that all i need in this life is your crazy love if i never get to see the northern lights or if i never get to see the eiffel tower at night oh if all i got is your hand in my hand baby i could die a happy man yeah yeah mmm i don t need no vacation no fancy destination baby you re my great escape we could stay at home listen to the radio dance around the fireplace  oh if i never get to build my mansion in georgia or drive a sports car up the coast of california oh if all i got is your hand in my hand baby i could die a happy man baby i could die a happy man oh i could die a happy man you know i could girl i could die i could die a happy man mmm13,True,"['contemporary country', 'country', 'country road']",73,2015-01-01,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,74.0,4334369.0,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfabe24b83a375fa379244b89', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fabe24b83a375fa379244b89', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fabe24b83a375fa379244b89', 'width': 160}]"
